surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,cp_data,outcome
0,1,529840,37.2,112.0,16.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,69.0,6.0,1.0,2.6,1,2205,0,0.0
0,1,529642,38.5,48.0,16.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,5.0,2.0,3.0,49.0,8.1,2.0,5.0,0,3111,1,0.0
1,1,534753,38.6,60.0,30.0,3.0,2.0,,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,33.0,70.0,1.0,1.0,1,2209,1,0.0
1,1,534963,38.1,52.0,20.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,26.0,75.0,0.0,2.0,1,2209,0,0.0
1,1,529493,38.3,112.0,16.0,,,4.0,1.0,1.0,,0.0,,1.0,1.0,,1.0,51.0,6.0,1.0,2.0,1,2208,0,1.0
1,1,534917,37.1,84.0,40.0,3.0,,5.0,1.0,4.0,0.0,3.0,,2.0,2.0,0.0,0.0,75.0,81.0,2.0,2.0,1,1400,0,1.0
1,1,528183,37.3,80.0,36.0,3.0,2.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,44.0,6.8,1.0,10.1,1,2205,1,2.0
1,1,529667,39.0,64.0,36.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,40.0,7.0,1.0,2.0,1,2113,0,0.0
1,1,533871,37.5,88.0,20.0,3.0,2.0,2.0,0.0,,0.0,2.0,0.0,1.0,2.0,0.0,1.0,35.0,65.0,1.0,2.0,1,2208,0,1.0
1,0,529663,38.0,124.0,36.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,3.0,,35.0,7.5,0.0,4.3,1,7111,1,2.0
0,0,529461,38.6,108.0,40.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,,1.0,5.5,0.0,,37.0,7.8,1.0,4.3,0,1400,1,2.0
1,1,530034,39.8,128.0,36.0,,2.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,52.0,6.5,1.0,3.4,1,5400,0,2.0
1,1,529663,38.0,132.0,12.0,,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,75.0,7.5,1.0,6.6,1,2206,1,2.0
0,1,534293,38.2,130.0,48.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,,,65.0,82.0,0.0,2.0,0,2209,1,1.0
1,1,5291329,37.8,60.0,32.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,43.0,8.0,1.0,2.6,1,2208,0,2.0
1,1,529160,38.3,132.0,32.0,,2.0,2.0,1.0,5.0,0.0,3.0,1.0,1.0,2.0,,,57.0,8.1,0.0,2.0,0,3205,0,1.0
1,0,5287179,38.2,52.0,18.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,5.7,1.0,,48.0,7.2,2.0,2.0,1,2205,0,2.0
1,1,534917,37.8,60.0,30.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,,46.0,81.0,,2.0,1,4205,0,0.0
0,1,529703,39.0,64.0,40.0,2.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0,2.0,,42.0,7.5,0.0,2.3,0,5000,1,0.0
0,1,533885,38.1,60.0,20.0,2.0,,0.0,0.0,2.0,2.0,1.0,,2.0,1.0,,1.0,65.0,81.0,2.0,2.0,1,2205,0,1.0
1,1,529518,39.2,86.0,28.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,5.4,2.0,0.0,73.0,6.2,1.0,3.4,1,5400,0,2.0
0,1,529461,40.3,114.0,36.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,57.0,8.0,1.0,4.8,0,3025,1,2.0
0,1,534157,38.1,86.0,40.0,3.0,,5.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,,3.0,41.0,65.0,0.0,2.0,0,2322,0,1.0
1,1,528890,38.9,80.0,44.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,54.0,54.0,1.0,2.0,1,7111,0,2.0
1,1,530360,38.1,52.0,16.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,47.0,6.6,0.0,2.0,1,3209,0,1.0
1,1,528548,38.1,66.0,12.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,44.0,6.0,2.0,3.6,1,2124,1,0.0
1,1,5297379,38.8,54.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,6.5,2.0,1.0,49.0,9.0,0.0,4.3,1,2206,1,2.0
0,1,529461,40.3,114.0,36.0,3.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,57.0,8.7,0.0,4.5,1,7400,1,2.0
1,1,533928,37.8,36.0,24.0,2.0,,1.0,0.0,,0.0,3.0,2.0,0.0,2.0,,,52.0,75.0,1.0,2.0,1,2205,0,0.0
1,1,533836,39.2,100.0,24.0,0.0,2.0,4.0,1.0,1.0,0.0,3.0,,1.0,2.0,0.0,0.0,68.0,64.0,1.0,2.0,1,3205,0,0.0
0,1,528298,38.0,92.0,28.0,0.0,2.0,0.0,0.0,1.0,0.0,,1.0,1.0,5.0,1.0,2.0,45.0,7.5,2.0,5.0,0,8300,1,1.0
1,1,534519,38.8,52.0,16.0,2.0,0.0,,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,42.0,71.0,2.0,2.0,0,2113,0,0.0
0,1,530002,38.2,129.0,51.0,3.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,,57.0,8.5,1.0,2.0,1,2208,1,0.0
1,1,534519,39.0,66.0,80.0,3.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,81.0,0.0,2.0,1,1400,1,1.0
1,1,5290409,38.2,40.0,84.0,3.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,2.0,7.0,1.0,2.0,54.0,6.4,1.0,5.3,1,7400,1,2.0
0,1,534787,38.3,120.0,32.0,3.0,2.0,4.0,1.0,1.0,2.0,,,1.0,2.0,,0.0,64.0,86.0,2.0,2.0,1,4205,0,1.0
1,1,521399,39.6,104.0,36.0,2.0,2.0,5.0,1.0,5.0,0.0,2.0,,1.0,5.0,2.0,,59.0,7.5,0.0,2.6,1,1400,1,2.0
1,1,534917,37.6,84.0,40.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,75.0,81.0,2.0,2.0,1,1400,1,1.0
0,1,527518,38.2,52.0,12.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.2,0.0,0.0,48.0,7.5,0.0,3.3,1,5205,1,2.0
0,1,535196,38.4,48.0,32.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,1.0,5.0,0.0,1.0,41.0,66.0,0.0,3.3,1,2207,1,0.0
1,1,529685,38.4,184.0,58.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,2.0,3.0,42.0,7.5,0.0,1.7,1,2124,1,0.0
0,1,529272,38.6,52.0,16.0,2.0,,1.0,0.0,3.0,,1.0,0.0,1.0,5.5,1.0,,55.0,7.2,0.0,2.1,0,0,1,0.0
0,1,529663,37.5,48.0,9.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,5.5,1.0,,49.0,8.0,2.0,5.0,0,0,1,0.0
1,1,528151,38.2,136.0,18.0,2.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,6.2,0.0,1.0,54.0,7.5,0.0,5.3,1,2112,1,0.0
1,1,530028,38.4,64.0,28.0,3.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,4.5,0.0,1.0,50.0,7.2,1.0,3.6,1,31110,1,2.0
1,1,529183,37.9,48.0,14.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,5.7,,,47.0,6.5,2.0,5.3,0,3111,0,0.0
0,1,528548,38.1,54.0,28.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,,1.0,43.0,7.0,2.0,3.6,0,2124,1,0.0
0,1,5297379,38.0,84.0,48.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,2.0,4.5,,,49.0,6.6,1.0,2.6,1,4205,0,2.0
0,1,530301,38.6,104.0,12.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,51.0,6.5,1.0,1.0,0,3111,0,1.0
0,1,527544,37.7,88.0,36.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,,50.0,7.0,2.0,3.9,0,0,0,0.0
0,1,529461,40.3,114.0,36.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,7.0,1.0,0.0,57.0,8.1,1.0,2.6,1,7400,0,1.0
1,1,529893,39.1,52.0,16.0,3.0,,1.0,1.0,2.0,2.0,1.0,0.0,2.0,5.3,0.0,1.0,45.0,7.2,1.0,5.4,1,2208,1,0.0
1,1,527709,38.9,48.0,24.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,37.0,6.6,2.0,1.4,1,7209,1,0.0
0,1,529796,37.5,48.0,28.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.5,3.0,3.0,44.0,9.1,2.0,4.5,0,3111,1,0.0
1,0,5294369,38.9,120.0,40.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0,,,47.0,54.0,1.0,2.0,1,2124,0,0.0
1,1,528523,38.1,66.0,12.0,3.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,50.0,7.0,0.0,3.6,1,2208,1,0.0
1,1,535043,39.3,88.0,51.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,,1.0,66.0,13.0,1.0,2.0,1,2113,1,0.0
0,0,528702,39.1,114.0,36.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,4.4,1.0,1.0,47.0,6.2,0.0,3.9,0,2208,1,1.0
0,1,530478,38.1,60.0,16.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,6.5,1.0,,42.0,7.2,2.0,8.0,0,3111,1,0.0
1,1,5290759,37.2,108.0,30.0,,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.3,,1.0,40.0,8.6,1.0,4.3,1,3111,1,0.0
1,1,528248,37.5,48.0,12.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.5,1.0,0.0,38.0,7.2,0.0,2.6,0,31110,1,0.0
0,1,528469,38.5,68.0,12.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5.3,1.0,0.0,44.0,7.0,2.0,1.6,0,0,1,0.0
1,1,530002,39.1,100.0,51.0,3.0,2.0,5.0,1.0,4.0,0.0,3.0,1.0,0.0,4.4,0.0,0.0,52.0,7.8,1.0,2.9,1,2124,1,0.0
1,1,529642,40.8,108.0,12.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,48.0,8.3,1.0,4.3,1,2205,1,2.0
0,1,530002,38.5,52.0,51.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,1.0,5.5,0.0,0.0,53.0,7.2,2.0,2.9,1,2124,0,0.0
1,1,527758,38.1,84.0,20.0,,,0.0,0.0,5.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,49.0,9.1,0.0,4.3,1,2208,1,0.0
0,1,529663,38.1,114.0,24.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,1.0,57.0,6.1,1.0,4.4,1,2208,1,2.0
0,1,529172,37.6,96.0,40.0,3.0,2.0,2.0,1.0,5.0,0.0,3.0,0.0,2.0,4.5,2.0,0.0,60.0,7.5,0.0,2.8,0,4300,1,2.0
1,1,534069,38.4,52.0,40.0,2.0,2.0,3.0,0.0,5.0,2.0,1.0,0.0,1.0,7.0,0.0,1.0,40.0,7.5,0.0,2.8,1,1400,0,1.0
1,1,535085,39.5,114.0,48.0,3.0,2.0,5.0,1.0,1.0,0.0,2.0,,1.0,7.0,,,59.0,8.0,1.0,2.0,1,2208,0,2.0
1,1,535043,37.4,100.0,51.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,,1.0,66.0,13.0,1.0,2.0,1,2208,0,1.0
1,1,534933,37.5,84.0,36.0,3.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,,48.0,64.0,0.0,2.0,0,1400,0,1.0
1,1,529428,39.4,108.0,24.0,3.0,2.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,7.0,,1.0,52.0,6.5,1.0,4.5,1,2124,0,1.0
1,1,527933,38.1,48.0,16.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,49.0,7.2,2.0,8.0,1,31110,1,0.0
0,1,523190,38.0,112.0,36.0,3.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,5.2,0.0,1.0,73.0,8.5,1.0,8.0,1,1400,1,1.0
0,1,528729,38.1,48.0,24.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,1.0,2.0,49.0,8.5,2.0,1.3,0,0,1,0.0
1,1,529667,39.0,64.0,36.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,59.0,8.5,1.0,2.0,1,2113,0,0.0
0,1,529183,37.5,96.0,18.0,0.0,2.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,47.0,7.5,1.0,4.1,1,2205,0,2.0
1,1,533928,37.3,60.0,24.0,2.0,,2.0,1.0,,0.0,3.0,0.0,0.0,2.0,,0.0,52.0,75.0,0.0,2.0,1,2205,1,1.0
1,1,529172,37.3,40.0,30.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,6.5,0.0,1.0,51.0,8.1,1.0,4.3,1,2208,1,0.0
1,1,5290482,38.2,52.0,20.0,3.0,0.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,5.0,1.0,0.0,28.0,7.7,0.0,4.3,1,3111,1,0.0
1,1,530526,36.1,98.0,40.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,7.0,0.0,1.0,47.0,7.0,1.0,3.2,1,2208,1,0.0
1,1,533847,38.3,60.0,24.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,,0.0,2.0,0.0,0.0,55.0,64.0,1.0,2.0,1,3205,0,1.0
1,1,5294369,38.7,100.0,20.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,2.0,40.0,7.0,2.0,8.0,1,3111,1,0.0
0,1,528247,38.0,48.0,16.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,,5.0,,3.0,48.0,7.2,2.0,3.7,0,400,0,0.0
1,1,528729,37.0,52.0,12.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,5.0,1.0,1.0,44.0,8.1,0.0,1.6,1,2208,1,0.0
1,1,530251,38.6,88.0,14.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.5,3.0,1.0,47.0,5.7,0.0,3.0,1,31110,1,0.0
1,1,533738,37.5,48.0,16.0,2.0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,5.5,,,36.0,56.0,0.0,3.4,0,3113,0,0.0
1,1,527706,37.8,84.0,32.0,3.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,1.0,7.0,0.0,1.0,45.0,6.6,1.0,2.3,1,2202,0,2.0
0,1,521399,37.1,96.0,36.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,,0.0,48.0,7.2,1.0,5.3,1,1400,1,2.0
1,1,534197,38.3,40.0,20.0,3.0,2.0,0.0,0.0,,2.0,2.0,0.0,1.0,1.0,1.0,1.0,41.0,60.0,1.0,2.0,1,2209,0,1.0
1,1,533836,37.8,100.0,48.0,3.0,2.0,2.0,1.0,,0.0,3.0,1.0,1.0,2.0,,3.0,68.0,64.0,,2.0,1,2205,0,1.0
1,1,527698,38.5,164.0,36.0,0.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,60.0,6.1,1.0,3.2,1,3205,1,2.0
1,1,528469,38.1,66.0,12.0,3.0,2.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,54.0,7.5,1.0,2.6,1,2206,1,2.0
1,1,527544,37.6,84.0,36.0,2.0,2.0,1.0,0.0,5.0,2.0,2.0,,1.0,4.5,0.0,0.0,45.0,6.6,1.0,3.7,1,12208,0,2.0
0,1,529461,40.3,114.0,36.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,57.0,7.4,1.0,4.5,1,3205,1,2.0
1,1,534145,38.1,104.0,40.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,,,57.0,74.0,1.0,2.0,1,2209,0,1.0
1,0,530693,37.8,96.0,21.0,3.0,2.0,5.0,0.0,5.0,0.0,2.0,2.0,1.0,4.5,,0.0,44.0,7.4,1.0,4.7,1,2112,1,2.0
1,1,529461,37.9,84.0,36.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,5.5,0.0,0.0,33.0,6.6,2.0,10.1,1,2205,0,2.0
1,1,528800,37.8,48.0,12.0,3.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,,50.0,7.0,1.0,5.0,1,2205,1,1.0
1,1,529865,37.8,60.0,12.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,6.0,2.0,1.0,37.0,7.0,1.0,3.3,1,2207,1,0.0
1,1,528548,38.3,96.0,28.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,1.0,0.0,4.3,0.0,0.0,65.0,7.0,1.0,2.8,1,4205,1,2.0
1,1,528570,38.0,66.0,12.0,3.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,45.0,6.0,0.0,2.0,1,31110,1,2.0
1,1,529373,38.7,48.0,16.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,7.0,2.0,,44.0,6.6,1.0,2.3,1,4205,1,2.0
1,1,527563,37.6,72.0,30.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,5.7,2.0,0.0,48.0,6.8,,3.7,1,5400,0,2.0
1,0,5290409,38.1,66.0,12.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,,44.0,7.5,0.0,2.6,1,2112,1,2.0
0,1,529461,38.3,48.0,12.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,1.5,,,49.0,6.0,2.0,2.6,0,5000,1,0.0
1,1,529399,38.1,88.0,12.0,3.0,2.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,51.0,64.0,1.0,2.0,1,2208,0,2.0
0,1,528996,38.6,48.0,12.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,5.0,1.0,2.0,49.0,8.1,2.0,5.0,0,0,1,0.0
1,1,534579,38.8,68.0,22.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,75.0,81.0,,1.0,1,2112,0,0.0
1,1,535292,37.5,120.0,36.0,0.0,2.0,5.0,1.0,,0.0,2.0,,1.0,2.0,0.0,0.0,69.0,82.0,2.0,2.0,1,3205,0,0.0
0,1,528620,38.3,52.0,16.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,4.3,1.0,,37.0,7.0,2.0,2.9,0,0,0,0.0
1,1,529135,38.2,100.0,51.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,,0.0,43.0,8.1,1.0,2.0,1,4205,0,2.0
1,1,527526,36.1,96.0,21.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,48.0,6.6,1.0,3.6,1,2209,1,2.0
1,1,527463,37.5,104.0,18.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,2.0,5.0,,1.0,69.0,8.0,1.0,5.3,1,2208,1,0.0
1,1,534925,38.6,104.0,40.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,71.0,85.0,,2.0,1,2209,0,1.0
1,1,529461,38.6,72.0,20.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,,40.0,7.6,1.0,2.6,1,400,1,2.0
0,1,530242,37.2,108.0,12.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,,1.0,6.0,2.0,,52.0,8.2,1.0,7.4,1,2207,1,1.0
0,1,528996,38.6,52.0,20.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,5.5,1.0,,36.0,6.6,2.0,5.0,0,0,1,0.0
1,1,528729,38.4,66.0,32.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,5.5,1.0,0.0,41.0,6.4,1.0,4.3,1,2208,0,0.0
1,1,528996,37.1,48.0,12.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,42.0,6.3,1.0,3.9,1,0,1,0.0
0,1,529424,38.4,52.0,24.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,7.5,,,37.0,6.8,2.0,5.0,0,2124,0,0.0
1,0,529340,38.3,184.0,30.0,3.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,48.0,6.1,1.0,4.5,1,2205,1,2.0
1,1,534519,37.5,72.0,24.0,3.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,,75.0,81.0,0.0,2.0,0,1400,0,1.0
0,1,528630,37.8,88.0,16.0,2.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,,52.0,7.0,2.0,2.0,0,3205,1,1.0
1,1,534280,37.2,88.0,24.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,,1.0,57.0,82.0,1.0,2.0,1,2322,0,1.0
1,1,530693,38.6,108.0,12.0,3.0,,2.0,1.0,4.0,0.0,2.0,,2.0,5.4,0.0,0.0,48.0,7.5,1.0,2.0,1,3205,0,2.0
1,1,528006,35.4,88.0,32.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,55.0,6.6,1.0,3.6,1,2209,1,1.0
1,1,530310,39.5,88.0,28.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,54.0,7.6,1.0,3.4,0,4205,0,2.0
1,1,526802,37.5,48.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,45.0,7.5,0.0,2.0,1,3124,0,0.0
0,1,528570,38.4,72.0,36.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,64.0,8.2,0.0,2.8,1,7111,0,1.0
1,0,529667,39.4,120.0,48.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,7.0,,,43.0,7.4,1.0,2.1,1,2112,0,2.0
1,1,535029,37.1,84.0,20.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,,,75.0,81.0,,2.0,0,1400,0,1.0
1,1,528743,38.8,88.0,24.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,37.0,4.5,0.0,3.9,1,7111,1,2.0
1,0,529388,38.9,96.0,12.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,4.5,0.0,1.0,50.0,7.5,1.0,3.4,1,2208,1,2.0
0,1,535330,38.2,129.0,48.0,3.0,,1.0,0.0,2.0,2.0,,0.0,1.0,2.0,,,57.0,66.0,,2.0,1,2209,0,1.0
1,0,5287179,38.1,136.0,48.0,3.0,2.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,4.4,3.0,,33.0,4.9,0.0,2.9,1,2205,1,2.0
0,1,532985,39.2,104.0,48.0,3.0,2.0,5.0,1.0,4.0,0.0,3.0,2.0,1.0,2.0,,,66.0,8.2,1.0,2.0,0,1400,1,2.0
1,1,530310,38.5,36.0,18.0,2.0,,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,43.0,6.5,0.0,3.2,1,2208,1,2.0
1,1,535043,39.7,108.0,51.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,58.0,13.0,1.0,2.0,0,2113,1,1.0
1,1,528641,38.3,40.0,20.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,5.5,0.0,1.0,48.0,7.5,1.0,6.6,1,2208,1,1.0
0,1,528548,37.8,80.0,44.0,3.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,47.0,6.4,1.0,5.2,1,2300,1,2.0
1,1,530526,37.9,48.0,20.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,7.0,0.0,0.0,31.5,6.0,1.0,3.9,1,3111,1,0.0
0,1,534145,36.1,88.0,32.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,50.0,55.0,1.0,2.0,1,2209,1,1.0
0,1,5290409,37.0,66.0,16.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,7.0,2.0,0.0,69.0,5.7,1.0,2.9,1,2209,1,2.0
1,1,528890,40.3,80.0,36.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,2.0,2.0,54.0,6.5,1.0,3.4,1,3205,1,2.0
1,1,528743,37.1,75.0,36.0,,,5.0,1.0,5.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,48.0,7.5,1.0,3.4,1,12208,1,2.0
1,1,530526,38.9,140.0,20.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,57.0,6.5,1.0,3.9,1,3113,1,0.0
1,0,528668,38.8,129.0,40.0,3.0,2.0,2.0,1.0,,0.0,,,1.0,5.0,1.0,,34.0,7.6,,8.0,1,2206,1,0.0
1,1,529461,38.5,114.0,36.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,,57.0,8.1,1.0,4.5,1,2208,0,2.0
1,1,527365,39.1,88.0,20.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,52.0,89.0,0.0,3.4,1,2208,1,1.0
